MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.87	-0.055	-0.055	8.7	NAN	
0.1	0.015	-0.05	-0.05	0.15	NAN	
0.2	0.18	-0.055	-0.055	1.8	NAN	
0.3	0.21	-0.05	-0.05	2.1	NAN	
0.4	0.15	-0.055	-0.055	1.5	NAN	
0.5	0.12	-0.05	-0.05	1.2	NAN	
0.6	0.15	-0.05	-0.05	1.5	NAN	
0.7	0.195	-0.05	-0.05	1.95	NAN	
0.8	0.24	-0.045	-0.045	2.4	NAN	
0.9	0.24	-0.04	-0.04	2.4	NAN	
1	0.27	-0.04	-0.04	2.7	NAN	
1.1	0.285	-0.035	-0.035	2.85	NAN	
1.2	0.315	-0.02	-0.02	3.15	NAN	
1.3	0.33	-0.015	-0.015	3.3	NAN	
1.4	0.36	0.02	0.02	3.6	NAN	
1.5	0.39	0.02	0.02	3.9	NAN	
1.6	0.405	0.085	0.085	4.05	NAN	
1.7	0.435	0.235	0.235	4.35	NAN	
1.8	0.45	0.38	0.38	4.5	NAN	
1.9	0.48	0.625	0.625	4.8	NAN	
2	0.51	0.88	0.88	5.1	NAN	
2.1	0.54	1.095	1.095	5.4	NAN	
2.2	0.555	1.16	1.16	5.55	NAN	
2.3	0.585	0.98	0.98	5.85	NAN	
2.4	0.615	0.715	0.715	6.15	NAN	
2.5	0.645	0.385	0.385	6.45	NAN	
2.6	0.675	0.17	0.17	6.75	NAN	
2.7	0.69	0.055	0.055	6.9	NAN	
2.8	0.72	0.03	0.03	7.2	NAN	
2.9	0.75	0.025	0.025	7.5	NAN	
3	0.765	0.065	0.065	7.65	NAN	
3.1	0.795	0.17	0.17	7.95	NAN	
3.2	0.81	0.305	0.305	8.1	NAN	
3.3	0.84	0.505	0.505	8.4	NAN	
3.4	0.87	0.745	0.745	8.7	NAN	
3.5	0.9	1.03	1.03	9	NAN	
3.6	0.93	1.37	1.37	9.3	NAN	
3.7	0.945	1.805	1.805	9.45	NAN	
3.8	0.975	2.18	2.18	9.75	NAN	
3.9	1.005	2.67	2.67	10.05	NAN	
4	1.035	2.97	2.97	10.35	NAN	
4.1	1.065	2.9	2.9	10.65	NAN	
4.2	1.08	2.315	2.315	10.8	NAN	
4.3	1.095	1.6	1.6	10.95	NAN	
4.4	1.125	0.915	0.915	11.25	NAN	
4.5	1.155	0.465	0.465	11.55	NAN	
4.6	1.185	0.225	0.225	11.85	NAN	
4.7	1.2	0.195	0.195	12	NAN	
4.8	1.23	0.21	0.21	12.3	NAN	
4.9	1.26	0.365	0.365	12.6	NAN	
5	1.29	0.53	0.53	12.9	NAN	
5.1	1.32	0.775	0.775	13.2	NAN	
5.2	1.335	1.14	1.14	13.35	NAN	
5.3	1.365	1.525	1.525	13.65	NAN	
5.4	1.395	2.065	2.065	13.95	NAN	
5.5	1.425	2.625	2.625	14.25	NAN	
5.6	1.44	3.24	3.24	14.4	NAN	
5.7	1.455	3.92	3.92	14.55	NAN	
5.8	1.485	4.56	4.56	14.85	NAN	
5.9	1.515	5	5	15.15	NAN	
6	1.545	4.815	4.815	15.45	NAN	
6.1	1.575	3.94	3.94	15.75	NAN	
6.2	1.59	2.84	2.84	15.9	NAN	
6.3	1.62	1.865	1.865	16.2	NAN	
6.4	1.65	1.135	1.135	16.5	NAN	
6.5	1.68	0.65	0.65	16.8	NAN	
6.6	1.71	0.52	0.52	17.1	NAN	
6.7	1.725	0.515	0.515	17.25	NAN	
6.8	1.755	0.67	0.67	17.55	NAN	
6.9	1.77	0.96	0.96	17.7	NAN	
7	1.8	1.315	1.315	18	NAN	
7.1	1.83	1.755	1.755	18.3	NAN	
7.2	1.845	2.305	2.305	18.45	NAN	
7.3	1.875	2.92	2.92	18.75	NAN	
7.4	1.905	3.67	3.67	19.05	NAN	
7.5	1.935	4.505	4.505	19.35	NAN	
7.6	1.95	5.4	5.4	19.5	NAN	
7.7	1.98	6.285	6.285	19.8	NAN	
7.8	2.01	6.9	6.9	20.1	NAN	
7.9	2.04	6.875	6.875	20.4	NAN	
8	2.07	6.125	6.125	20.7	NAN	
8.1	2.085	5.01	5.01	20.85	NAN	
8.2	2.1	3.755	3.755	21	NAN	
8.3	2.13	2.645	2.645	21.3	NAN	
8.4	2.16	1.78	1.78	21.6	NAN	
8.5	2.19	1.29	1.29	21.9	NAN	
8.6	2.205	1.085	1.085	22.05	NAN	
8.7	2.235	1.14	1.14	22.35	NAN	
8.8	2.265	1.355	1.355	22.65	NAN	
8.9	2.295	1.775	1.775	22.95	NAN	
9	2.325	2.28	2.28	23.25	NAN	
9.1	2.34	2.905	2.905	23.4	NAN	
9.2	2.37	3.675	3.675	23.7	NAN	
9.3	2.4	4.565	4.565	24	NAN	
9.4	2.415	5.57	5.57	24.15	NAN	
9.5	2.445	6.665	6.665	24.45	NAN	
9.6	2.46	7.7	7.7	24.6	NAN	
9.7	2.49	8.52	8.52	24.9	NAN	
9.8	2.52	8.845	8.845	25.2	NAN	
9.9	2.55	8.525	8.525	25.5	NAN	
10	2.565	7.65	7.65	25.65	NAN	
10.1	2.595	6.48	6.48	25.95	NAN	
10.2	2.625	5.12	5.12	26.25	NAN	
10.3	2.655	3.94	3.94	26.55	NAN	
10.4	2.685	3.07	3.07	26.85	NAN	
10.5	2.7	2.49	2.49	27	NAN	
10.6	2.73	2.28	2.28	27.3	NAN	
10.7	2.745	2.28	2.28	27.45	NAN	
10.8	2.775	2.48	2.48	27.75	NAN	
10.9	2.805	2.895	2.895	28.05	NAN	
11	2.82	3.48	3.48	28.2	NAN	
